8192;1; 0.000137; 0.002323
8192;2; 0.000085; 0.001407
8192;4; 0.000074; 0.000903
8192;8; 0.000070; 0.000909
8192;16; 0.000067; 0.001048
8192;32; 0.000097; 0.000995
8192;64; 0.000044; 0.001003
8192;128; 0.000061; 0.001175
8192;256; 0.000020; 0.001000
8192;512; 0.000013; 0.001177
8192;1024; 0.000023; 0.001199
8192;2048; 0.000010; 0.001348
8192;4096; 0.000008; 0.001548
16384;1; 0.000099; 0.000902
16384;2; 0.000114; 0.000900
16384;4; 0.000101; 0.000908
16384;8; 0.000137; 0.000906
16384;16; 0.000104; 0.000910
16384;32; 0.000113; 0.000922
16384;64; 0.000135; 0.000947
16384;128; 0.000034; 0.000992
16384;256; 0.000032; 0.001094
16384;512; 0.000020; 0.001020
16384;1024; 0.000013; 0.001138
16384;2048; 0.000013; 0.001265
16384;4096; 0.000014; 0.001581
16384;8192; 0.000014; 0.001646
32768;1; 0.000873; 0.000908
32768;2; 0.001261; 0.000903
32768;4; 0.002439; 0.000908
32768;8; 0.004558; 0.000904
32768;16; 0.009030; 0.000911
32768;32; 0.017817; 0.000928
32768;64; 0.017742; 0.000933
32768;128; 0.035296; 0.000954
32768;256; 0.070368; 0.000983
32768;512; 0.060906; 0.001072
32768;1024; 0.060418; 0.001092
32768;2048; 0.000012; 0.001235
32768;4096; 0.000012; 0.001684
32768;8192; 0.000008; 0.001585
32768;16384; 0.000007; 0.001486
65536;1; 0.015625; 0.000919
65536;2; 0.031320; 0.000925
65536;4; 0.062631; 0.000943
65536;8; 0.125252; 0.000932
65536;16; 0.250494; 0.001014
65536;32; 0.500823; 0.001160
65536;64; 1.000082; 0.001957
65536;128; 1.000164; 0.001965
65536;256; 1.000186; 0.001949
65536;512; 1.013407; 0.001966
65536;1024; 1.729901; 0.003051
65536;2048; 1.289468; 0.003469
65536;4096; 0.972754; 0.004294
65536;8192; 0.000008; 0.001649
65536;16384; 0.000006; 0.001592
65536;32768; 0.000005; 0.001452
